FechaHora,Fecha,Hora,Punto,Foto,Individuos,Clase,Especie,Observaciones,
20/04/2023 18:03:00,20/04/2023,18:03:24,QC07_2,IMG_0043,2,,Ctho,,
21/04/2023 11:09:00,21/04/2023,11:09:21,QC07_2,IMG_0049,1,,Cchr,,
21/04/2023 12:06:00,21/04/2023,12:06:03,QC07_2,IMG_0061,1,,Lver,,
23/04/2023 11:14:00,23/04/2023,11:14:36,QC07_2,IMG_0064,1,,Lver,,
24/04/2023 4:44:00,24/04/2023,04:44:35,QC07_2,IMG_0076,1,,Ctho,,
24/04/2023 20:32:00,24/04/2023,20:32:25,QC07_2,IMG_0079,1,,Esex,,
25/04/2023 4:09:00,25/04/2023,04:09:56,QC07_2,IMG_0088,1,,Ctho,,
25/04/2023 23:36:00,25/04/2023,23:36:18,QC07_2,IMG_0091,1,,Lgeo,,
26/04/2023 11:36:00,26/04/2023,11:36:20,QC07_2,IMG_0094,1,,Lver,,
27/04/2023 17:26:00,27/04/2023,17:26:06,QC07_2,IMG_0100,1,,Lver,,
28/04/2023 12:05:00,28/04/2023,12:05:33,QC07_2,IMG_0103,1,,Truf,,
28/04/2023 22:51:00,28/04/2023,22:51:14,QC07_2,IMG_0106,1,,Mamifero_sp,,
29/04/2023 18:46:00,29/04/2023,18:46:43,QC07_2,IMG_0109,1,,Lgym,,
30/04/2023 17:01:00,30/04/2023,17:01:27,QC07_2,IMG_0112,1,,Lver,,
1/05/2023 2:42:00,01/05/2023,02:42:46,QC07_2,IMG_0115,2,,Ctho,,
1/05/2023 6:56:00,01/05/2023,06:56:19,QC07_2,IMG_0125,1,,Ctho,,
3/05/2023 18:43:00,03/05/2023,18:43:37,QC07_2,IMG_0130,2,,Ctho,,
4/05/2023 16:44:00,04/05/2023,16:44:02,QC07_2,IMG_0133,1,,Lver,,
5/05/2023 0:59:00,05/05/2023,00:59:09,QC07_2,IMG_0142,1,,Dnov,,
5/05/2023 3:24:00,05/05/2023,03:24:33,QC07_2,IMG_0145,1,,Lwie,,
6/05/2023 7:20:00,06/05/2023,07:20:27,QC07_2,IMG_0163,1,,Ctho,,
8/05/2023 3:41:00,08/05/2023,03:41:04,QC07_2,IMG_0166,1,,Ctho,,
8/05/2023 20:44:00,08/05/2023,20:44:11,QC07_2,IMG_0169,1,,Lwie,,
10/05/2023 5:25:00,10/05/2023,05:25:54,QC07_2,IMG_0173,1,,Ctho,,
13/05/2023 20:55:00,13/05/2023,20:55:31,QC07_2,IMG_0175,1,,Dnov,,
15/05/2023 8:56:00,15/05/2023,08:56:26,QC07_2,IMG_0178,1,,Lver,,
16/05/2023 5:29:00,16/05/2023,05:29:02,QC07_2,IMG_0181,2,,Ctho,,
16/05/2023 16:59:00,16/05/2023,16:59:16,QC07_2,IMG_0190,1,,Lver,,
17/05/2023 6:09:00,17/05/2023,06:09:25,QC07_2,IMG_0194,2,,Ctho,,
17/05/2023 15:09:00,17/05/2023,15:09:30,QC07_2,IMG_0202,1,,Lver,,
18/05/2023 17:09:00,18/05/2023,17:09:11,QC07_2,IMG_0205,1,,Lver,,
19/05/2023 8:50:00,19/05/2023,08:50:09,QC07_2,IMG_0208,1,,Ave_sp,,
20/05/2023 16:32:00,20/05/2023,16:32:26,QC07_2,IMG_0211,2,,Lver,,
23/05/2023 11:42:00,23/05/2023,11:42:24,QC07_2,IMG_0217,1,,Ave_sp,,
24/05/2023 9:47:00,24/05/2023,09:47:16,QC07_2,IMG_0223,1,,Truf,,
26/05/2023 8:49:00,26/05/2023,08:49:47,QC07_2,IMG_0226,1,,Lver,,
29/05/2023 13:41:00,29/05/2023,13:41:41,QC07_2,IMG_0229,1,,Truf,,
30/05/2023 12:13:00,30/05/2023,12:13:13,QC07_2,IMG_0232,1,,Truf,,
3/06/2023 9:45:00,03/06/2023,09:45:05,QC07_2,IMG_0235,1,,Truf,,
15/04/2023 22:26:00,15/04/2023,22:26:05,QC07_3,IMG_0008,1,,Ctho,,
17/04/2023 10:00:00,17/04/2023,10:00:23,QC07_3,IMG_0028,1,,Ave_sp,,
17/04/2023 10:33:00,17/04/2023,10:33:17,QC07_3,IMG_0032,1,,Ctho,,
17/04/2023 23:47:00,17/04/2023,23:47:37,QC07_3,IMG_0040,1,,Ctho,,
18/04/2023 20:07:00,18/04/2023,20:07:43,QC07_3,IMG_0058,1,,Lgym,,
21/04/2023 9:06:00,21/04/2023,09:06:31,QC07_3,IMG_0065,1,,Lgym,,
26/04/2023 14:57:00,26/04/2023,14:57:47,QC07_3,IMG_0070,1,,Cfam,,
3/05/2023 9:08:00,03/05/2023,09:08:13,QC07_3,IMG_0077,1,,Oori,,
21/05/2023 17:54:00,21/05/2023,17:54:23,QC07_3,IMG_0084,1,,Oori,,
24/05/2023 7:47:00,24/05/2023,07:47:28,QC07_3,IMG_0085,2,,Oori,,
25/05/2023 9:53:00,25/05/2023,09:53:50,QC07_3,IMG_0103,2,,Oori,,
28/05/2023 9:12:00,28/05/2023,09:12:44,QC07_3,IMG_0116,2,,Oori,,
2/06/2023 8:25:00,02/06/2023,08:25:47,QC07_3,IMG_0129,1,,Oori,,
10/06/2023 8:44:00,10/06/2023,08:44:08,QC07_3,IMG_0137,1,,Oori,,
15/06/2023 9:44:00,15/06/2023,09:44:03,QC07_3,IMG_0139,1,,Oori,,
16/04/2023 12:27:00,16/04/2023,12:27:43,QC08_1,IMG_0001,2,,Cfam,,
18/04/2023 18:04:00,18/04/2023,06:04:44,QC08_1,IMG_0007,1,,Btau,,
19/04/2023 20:59:00,19/04/2023,08:59:54,QC08_1,IMG_0010,2,,Btau,,
21/04/2023 8:50:00,21/04/2023,08:50:33,QC08_1,IMG_0016,1,,Lver,,
21/04/2023 11:42:00,21/04/2023,11:42:09,QC08_1,IMG_0019,1,,Btau,,
21/04/2023 18:28:00,21/04/2023,06:28:26,QC08_1,IMG_0022,1,,No_Id,,
22/04/2023 9:15:00,22/04/2023,09:15:48,QC08_1,IMG_0025,2,,Pobs,,
23/04/2023 6:27:00,23/04/2023,06:27:49,QC08_1,IMG_0031,1,,Ctho,,
23/04/2023 15:06:00,23/04/2023,03:06:51,QC08_1,IMG_0058,1,,Cfam,,
23/04/2023 17:21:00,23/04/2023,05:21:05,QC08_1,IMG_0065,1,,Btau,cam_corrida,
7/06/2023 23:06:00,07/06/2023,11:06:21,QC08_1,IMG_0070,1,,Btau,,
23/04/2023 19:57:00,23/04/2023,07:57:37,QC08_1,IMG_0097,1,,Mgou,Obs_M,
25/04/2023 3:11:00,25/04/2023,03:11:08,QC08_1,IMG_0103,1,,Btau,,
25/04/2023 6:39:00,25/04/2023,06:39:39,QC08_1,IMG_0118,1,,Btau,,
25/04/2023 9:44:00,25/04/2023,09:44:48,QC08_1,IMG_0142,1,,Btau,,
8/06/2023 3:34:00,08/06/2023,03:34:40,QC08_1,IMG_0142,1,,Dnov,,
27/04/2023 14:28:00,27/04/2023,02:28:23,QC08_1,IMG_0154,2,,Btau,,
8/06/2023 20:27:00,08/06/2023,08:27:07,QC08_1,IMG_0157,1,,Dnov,,
9/06/2023 5:58:00,09/06/2023,05:58:59,QC08_1,IMG_0161,1,,Btau,,
9/06/2023 6:14:00,09/06/2023,06:14:45,QC08_1,IMG_0166,1,,Dnov,,
10/06/2023 2:17:00,10/06/2023,02:17:17,QC08_1,IMG_0169,1,,Dnov,,
10/06/2023 3:24:00,10/06/2023,03:24:49,QC08_1,IMG_0175,1,,Btau,,
10/06/2023 8:32:00,10/06/2023,08:32:21,QC08_1,IMG_0199,1,,Btau,,
10/06/2023 11:36:00,10/06/2023,11:36:11,QC08_1,IMG_0223,1,,Btau,,
13/06/2023 16:45:00,13/06/2023,04:45:49,QC08_1,IMG_0226,1,,Pobs,,
13/06/2023 17:45:00,13/06/2023,05:45:09,QC08_1,IMG_0229,1,,Mgou,Obs_H,
27/04/2023 16:11:00,27/04/2023,04:11:27,QC08_1,IMG_0232,1,,Btau,,
13/06/2023 18:18:00,13/06/2023,06:18:45,QC08_1,IMG_0235,1,,Btau,,
27/04/2023 17:40:00,27/04/2023,05:40:26,QC08_1,IMG_0238,2,,Btau,,
29/04/2023 9:12:00,29/04/2023,09:12:08,QC08_1,IMG_0259,1,,Btau,,
30/04/2023 0:21:00,30/04/2023,12:21:04,QC08_1,IMG_0268,1,,Dnov,,
2/05/2023 2:19:00,02/05/2023,02:19:22,QC08_1,IMG_0277,1,,Dalb,,
4/05/2023 5:03:00,04/05/2023,05:03:33,QC08_1,IMG_0283,1,,Sscr,,
15/06/2023 12:56:00,15/06/2023,12:56:32,QC08_1,IMG_0284,1,,Btau,,
7/05/2023 1:24:00,07/05/2023,01:24:10,QC08_1,IMG_0287,1,,Ctho,,
12/05/2023 3:40:00,12/05/2023,03:40:43,QC08_1,IMG_0289,1,,Btau,,
15/06/2023 20:48:00,15/06/2023,08:48:31,QC08_1,IMG_0301,1,,Dnov,,
16/06/2023 8:25:00,16/06/2023,08:25:49,QC08_1,IMG_0313,1,,Btau,,
12/05/2023 10:34:00,12/05/2023,10:34:52,QC08_1,IMG_0385,1,,Btau,,
12/05/2023 14:35:00,12/05/2023,02:35:14,QC08_1,IMG_0406,1,,Btau,,
13/05/2023 18:39:00,13/05/2023,06:39:35,QC08_1,IMG_0415,1,,Mgou,Obs_M,
14/05/2023 0:54:00,14/05/2023,12:54:39,QC08_1,IMG_0418,1,,Lgym,,
14/05/2023 21:04:00,14/05/2023,09:04:07,QC08_1,IMG_0431,1,,Dnov,,
15/05/2023 13:58:00,15/05/2023,01:58:20,QC08_1,IMG_0436,1,,Btau,,
16/05/2023 1:32:00,16/05/2023,01:32:10,QC08_1,IMG_0445,1,,Dnov,,
17/05/2023 13:12:00,17/05/2023,01:12:07,QC08_1,IMG_0451,1,,Btau,,
17/05/2023 17:06:00,17/05/2023,05:06:58,QC08_1,IMG_0457,1,,Btau,,
18/05/2023 16:35:00,18/05/2023,04:35:22,QC08_1,IMG_0460,1,,Btau,,
18/05/2023 21:39:00,18/05/2023,09:39:59,QC08_1,IMG_0468,1,,Dnov,,
19/05/2023 3:59:00,19/05/2023,03:59:50,QC08_1,IMG_0472,1,,Dnov,,
19/05/2023 10:41:00,19/05/2023,10:41:15,QC08_1,IMG_0475,1,,Btau,,
19/05/2023 13:05:00,19/05/2023,01:05:22,QC08_1,IMG_0481,2,,Btau,,
23/05/2023 11:11:00,23/05/2023,11:11:21,QC08_1,IMG_0514,1,,Lver,,
25/05/2023 20:21:00,25/05/2023,08:21:10,QC08_1,IMG_0517,1,,Mgou,,
27/05/2023 13:31:00,27/05/2023,01:31:01,QC08_1,IMG_0525,1,,Btau,,
28/05/2023 17:21:00,28/05/2023,05:21:21,QC08_1,IMG_0584,2,,Mgou,Obs_H_J,
29/05/2023 21:12:00,29/05/2023,09:12:49,QC08_1,IMG_0593,1,,Btau,,
30/05/2023 0:14:00,30/05/2023,12:14:34,QC08_1,IMG_0646,1,,Btau,,
30/05/2023 8:15:00,30/05/2023,08:15:06,QC08_1,IMG_0700,1,,Btau,,
31/05/2023 8:31:00,31/05/2023,08:31:50,QC08_1,IMG_0709,2,,Pobs,,
31/05/2023 16:08:00,31/05/2023,04:08:59,QC08_1,IMG_0718,1,,Btau,,
3/06/2023 8:14:00,03/06/2023,08:14:43,QC08_1,IMG_0724,2,,Lver,,
3/06/2023 16:26:00,03/06/2023,04:26:18,QC08_1,IMG_0727,1,,Btau,,
3/06/2023 17:22:00,03/06/2023,05:22:20,QC08_1,IMG_0733,1,,Mgou,Obs_H,
4/06/2023 0:20:00,04/06/2023,12:20:21,QC08_1,IMG_0739,1,,Btau,,
4/06/2023 23:11:00,04/06/2023,11:11:21,QC08_1,IMG_0778,1,,Mgou,,
5/06/2023 22:30:00,05/06/2023,10:30:50,QC08_1,IMG_0784,2,,Mgou,,
6/06/2023 0:46:00,06/06/2023,12:46:55,QC08_1,IMG_0790,1,,Mgou,Obs_H,
6/06/2023 2:23:00,06/06/2023,02:23:24,QC08_1,IMG_0793,1,,Mgou,Obs_H,
6/06/2023 17:30:00,06/06/2023,05:30:56,QC08_1,IMG_0796,1,,Btau,,
6/06/2023 20:30:00,06/06/2023,08:30:54,QC08_1,IMG_0826,1,,Dnov,,
6/06/2023 22:54:00,06/06/2023,10:54:35,QC08_1,IMG_0835,2,,Btau,,
7/06/2023 1:02:00,07/06/2023,01:02:02,QC08_1,IMG_0848,1,,Btau,,
17/04/2023 4:09:00,17/04/2023,04:09:37,QC08_2,IMG_0012,1,,Lwie,,
29/04/2023 19:54:00,29/04/2023,07:54:32,QC08_2,IMG_0026,1,,Lgym,,
10/05/2023 17:25:00,10/05/2023,05:25:42,QC08_2,IMG_0038,1,,Lgym,,
15/05/2023 5:06:00,15/05/2023,05:06:24,QC08_2,IMG_0044,1,,Dnov,,
24/05/2023 11:49:00,24/05/2023,11:49:28,QC08_2,IMG_0047,1,,Mgou,,
15/04/2023 13:42:00,15/04/2023,13:42:16,QC01ADD,STC_0016,1,,Cfam,,
25/04/2023 13:37:00,25/04/2023,13:37:51,QC01ADD,STC_0241,1,,Cfam,,
1/05/2023 15:16:00,01/05/2023,15:16:05,QC01ADD,STC_0307,1,,Cfam,,
24/04/2023 18:31:00,24/04/2023,18:31:35,QC01ADD,STC_0235,1,,Mgou,,
28/05/2023 9:30:00,28/05/2023,09:30:19,QC01ADD,STC_0446,1,,Oori,,
18/05/2023 18:36:00,18/05/2023,18:36:44,QC01ADD,STC_0385,1,,Sscr,,
20/05/2023 8:18:00,20/05/2023,08:18:28,QC01ADD,STC_0439,1,,Sscr,,
12/05/2023 23:10:00,12/05/2023,23:10:28,QC01ADD,STC_0382,1,,Zorro_sp,,
20/04/2023 14:44:00,20/04/2023,14:44:46,QC01ADD,STC_0223,1,,No_Id,,
22/04/2023 0:00:00,22/04/2023,00:00:45,QC01ADD,STC_0229,1,,No_Id,,
9/06/2023 15:52:00,09/06/2023,15:52:15,QC01ADD,STC_0448,2,,Cfam,,
1/05/2023 13:59:00,01/05/2023,13:59:34,QC01ADD,STC_0301,2,,Oori,,
19/05/2023 21:57:00,19/05/2023,21:57:26,QC01ADD,STC_0419,3,,Sscr,,
19/05/2023 12:08:00,19/05/2023,12:08:37,QC01ADD,STC_0391,5,,Sscr,,
1/05/2023 10:00:00,01/05/2023,10:00:11,QC01ADD,STC_0268,8,,Oori,,
7/05/2023 12:05:00,07/05/2023,12:05:49,QC02ADD,IMG_0046,1,,Ccam,,
14/06/2023 15:31:00,14/06/2023,15:31:20,QC02ADD,IMG_0121,1,,Cfam,,
24/04/2023 23:04:00,24/04/2023,23:04:12,QC02ADD,IMG_0023,1,,Dnov,,
27/04/2023 20:17:00,27/04/2023,20:17:38,QC02ADD,IMG_0027,1,,Dnov,,
18/05/2023 1:36:00,18/05/2023,01:36:24,QC02ADD,IMG_0096,1,,Dsep,,
31/05/2023 10:06:00,31/05/2023,10:06:07,QC02ADD,IMG_0115,1,,Gcuj,,
19/05/2023 0:17:00,19/05/2023,00:17:54,QC02ADD,IMG_0099,1,,Leur,,
21/05/2023 23:49:00,21/05/2023,23:49:47,QC02ADD,IMG_0100,1,,Leur,,
26/05/2023 1:27:00,26/05/2023,01:27:50,QC02ADD,IMG_0108,1,,Leur,,
26/05/2023 7:03:00,26/05/2023,07:03:46,QC02ADD,IMG_0111,1,,Leur,,
28/05/2023 14:56:00,28/05/2023,14:56:32,QC02ADD,IMG_0112,1,,Lgeo,,
17/04/2023 17:47:00,17/04/2023,17:47:12,QC02ADD,IMG_0010,1,,Lwie,,
15/04/2023 18:13:00,15/04/2023,18:13:37,QC02ADD,IMG_0007,1,,Mgou,,
2/06/2023 8:14:00,02/06/2023,08:14:24,QC02ADD,IMG_0119,1,,Nmac,,
14/05/2023 10:28:00,14/05/2023,10:28:20,QC02ADD,IMG_0055,1,,Psul,,
29/04/2023 17:30:00,29/04/2023,17:30:38,QC02ADD,IMG_0028,4,,Oori,,
14/05/2023 16:41:00,14/05/2023,16:41:40,QC02ADD,IMG_0058,9,,Oori,,
4/16/2023  8:05:53 AM,,,QC09_2,IMG_0001,1,,Btau,,
4/28/2023  5:12:57 PM,,,QC09_1,IMG_0037,2,,Chir,,
4/18/2023  2:56:17 AM,,,QC09_2,IMG_0020,1,,Lwie,,
4/22/2023  4:17:05 AM,,,QC09_2,IMG_0037,1,,Lwie,,
6/2/2023  12:29:04 AM,,,QC09_2,IMG_0149,1,,Lwie,,
4/19/2023  3:47:22 AM,,,QC09_2,IMG_0025,1,,Pcan,,
6/16/2023  12:01:32 AM,,,QC09_2,IMG_0214,1,,Pcan,,
4/19/2023  10:14:12 AM,,,QC09_2,IMG_0028,1,,Btau,,
4/23/2023  2:37:23 PM,,,QC09_2,IMG_0043,1,,Btau,,
4/29/2023  11:51:37 AM,,,QC09_2,IMG_0046,2,,Chir,,
5/9/2023  11:48:33 AM,,,QC09_2,IMG_0058,6,,Cfam,,
5/10/2023  12:50:59 PM,,,QC09_2,IMG_0088,1,,Btau,,
5/10/2023  4:49:45 PM,,,QC09_2,IMG_0094,1,,Btau,,
5/14/2023  10:41:18 AM,,,QC09_2,IMG_0100,3,,Btau,,
5/16/2023  4:02:38 PM,,,QC09_2,IMG_0133,2,,Btau,,
6/9/2023  6:09:08 PM,,,QC09_2,IMG_0155,3,,Btau,,
6/11/2023  4:20:59 PM,,,QC09_2,IMG_0172,2,,Btau,,
6/12/2023  3:31:56 PM,,,QC09_2,IMG_0193,1,,Btau,,
6/16/2023  3:21:53 PM,,,QC09_2,IMG_0217,3,,Btau,,
